Flight,Airline,Registration,Serial Number,Manufacturer,Type,Age,From,To,Height,Date,Location
"BY1218","Sunwing Airlines","C-GNCH","39438","Boeing","737-81D","9","GLA","PMI","36979","24/09/2019","Abingdon"
"FR3901","Ryanair","EI-GJN","44838","Boeing","737-8AS","5","BHX","MLA","22328","24/09/2019","Abingdon"
"U21919","EasyJet","G-UZHH","8268","Airbus","A320-251N","5","MAN","OLB","35915","24/09/2019","Abingdon"
"P3208","CargoLogicAir","G-CLAA","33749","Boeing","747-446F","18","ORD","FRA","38000","24/09/2019","Abingdon"
"U2808","EasyJet","G-EZWD","5249","Airbus","A320-214","11","EDI","LGW","15000","24/09/2019","Abingdon"
"U2864","EasyJet","G-EZTG","3946","Airbus","A320-214","14","INV","LGW","14987","24/09/2019","Abingdon"
"BE986","Flybe","G-JEDR","4087","De Havilland","Canada Dash 8-400","19","SOU","BHD","18079","24/09/2019","Abingdon"
"BE3131","Flybe","G-FBEI","19000143","Embraer","ERJ-195LR","15","MAN","CDG","35000","24/09/2019","Abingdon"
"CGKOA","Private Owner","C-GKOA","SH1905","Short","SC7 Skyvan Series 3","51","BZZ","N/A","3336","26/09/2019","Abingdon"
"U2836","EasyJet","G-EZTD","3909","Airbus","A320-214","14","BFS","LGW","15000","26/09/2019","Abingdon"
"LS634","Jet2","G-GDFR","30421","Boeing","737-8Z9","20","TFS","EMA","21095","26/09/2019","Abingdon"
"FR8382","Ryanair","EI-EVH","40290","Boeing","737-8AS","11","STN","ALC","22850","27/09/2019","Abingdon"
"LS1295","Jet2","G-GDFC","28375","Boeing","737-8K2","25","BHX","FAO","23595","27/09/2019","Abingdon"
"LH441","Lufthansa","D-AIMF","066","Airbus","A380-841","12","IAH","FRA","38000","02/10/2019","Abingdon"
"D17182","Norwegian","G-CKWB","38788","Boeing","787-9 Dreamliner","5","AUS","LGW","14013","02/10/2019","Abingdon"
"KU118","Kuwait Airways","9K-AOI","62566","Boeing","777-369(ER)","6","JFK","KWI","35000","02/10/2019","Abingdon"
"UA48","United Airlines","N2747U","64991","Boeing","777-322(ER)","5","EWR","BOM","33000","02/10/2019","Abingdon"
"ZT1590","Gowair","EC-MQH","1296","Airbus","A320-214","23","GLA","IBZ","37000","02/10/2019","Abingdon"
"DL444","Delta Air Lines","N830NW","1769","Airbus","A330-302","6","JFK","FCO","38000","02/10/2019","Abingdon"
"FR6266","Ryanair","EI-ENS","40307","Boeing","737-8AS","12","EDI","BCN","37000","02/10/2019","Abingdon"
"FR9307","Ryanair","EI-FTV","44770","Boeing","737-8AS","6","GRO","PIK","38000","02/10/2019","Abingdon"
"AC880","Air Canada","C-FIUW","35249","Boeing","777-333(ER)","15","YYZ","CDG","35000","02/10/2019","Abingdon"
"SQ25","Singapore Airlines","9V-SKI","034","Airbus","A380-841","14","JFK","FRA","37000","02/10/2019","Abingdon"
"QTR708","Qatar Airways","A7-BES","64089","Boeing","777-3DZ(ER)","5","IAD","DOH","35000","02/10/2019","Abingdon"
"VY8748","Vueling","EC-JYX","2962","Airbus","A320-214","16","BCN","MAN","33975","04/10/2019","Abingdon"
"LH420","Lufthansa","D-AIKQ","1305","Airbus","A330-343","11","FRA","BOS","36000","04/10/2019","Abingdon"
"5X224","UPS","N576UP","35665","Boeing","747-44A(F)","15","CGN","SDF","32000","04/10/2019","Abingdon"
"EI638","Aer Lingus","EI-CVA","1242","Airbus","A320-214","23","DUB","BRU","37025","04/10/2019","Abingdon"
"FR18","Ryanair","EI-EMP","40285","Boeing","737-8AS","13","DUB","LGW","12877","05/10/2019","Abingdon"
"FR120","Ryanair","EI-DAL","33718","Boeing","737-8AS","20","DUB","LGW","15000","08/10/2019","Abingdon"
"BE7600","Eastern Airways","G-MAJY","41099","BAe","Jetstream 41","26","LBA","SOU","9000","08/10/2019","Abingdon"
"RY60VB","Ryanair","EI-DWX","33630","Boeing","737-8AS","15","STN","N/A","29990","08/10/2019","Abingdon"
"BY7260","TUI","G-TAWS","37241","Boeing","737-8K5","9","EMA","TFS","26356","08/10/2019","Abingdon"
"FR3162","Ryanair","EI-GXG","44853","Boeing","737-8AS","5","EMA","LPA","27738","09/10/2019","Abingdon"
"UA44","United Airlines","N30913","35879","Boeing","787-8 Dreamliner","8","SFO","ZRH","40975","10/10/2019","Abingdon"
"LS189","Jet2","G-JZBP","64440","Boeing","737-8MG","5","GLA","PMI","37000","10/10/2019","Abingdon"
"U2856","EasyJet","G-EZAJ","2742","Airbus","A319-111","17","IOM","LGW","15009","17/10/2019","Abingdon"
"U2814","EasyJet","G-EZUA","4588","Airbus","A320-214","12","EDI","LGW","15009","17/10/2019","Abingdon"
"U2888","EasyJet","G-EZAU","2795","Airbus","A319-111","17","GLA","LGW","15000","17/10/2019","Abingdon"
"U2842","EasyJet","G-EZII","2471","Airbus","A319-111","18","BFS","LGW","15000","17/10/2019","Abingdon"
"EI725","Aer Lingus","EI-GAL","3789","Airbus","A320-214","14","LHR","ORK","13022","17/10/2019","Abingdon"
"BY1562","TUI","G-TAWF","37244","Boeing","737-8K5","11","NCL","IBZ","40000","18/10/2019","Abingdon"
"FR120","Ryanair","EI-DHA","33571","Boeing","737-8AS","18","DUB","LGW","15000","19/10/2019","Abingdon"
"TOM3TV","TUI","G-OOBN","29379","Boeing","757-2G5","23","BHX","N/A","23009","19/10/2019","Abingdon"
"KL723","KLM","PH-AOF","0801","Airbus","A330-203","16","AMS","HAV","34051","19/10/2019","Abingdon"
"AC872","Air Canada","C-FIUR","35242","Boeing","777-333(ER)","16","YYZ","FRA","37000","22/10/2019","Abingdon"
"UA989","United Airlines","N786UA","26938","Boeing","777-222(ER)","26","IAD","FRA","30975","22/10/2019","Abingdon"
"D8371","Norwegian","EI-FJP","42077","Boeing","737-8JP","7","LGW","HEL","1909","13/11/2019","Gatwick"
"DY4441","Norwegian","EI-FHK","41140","Boeing","737-8JP","8","GOT","LGW","1007","13/11/2019","Gatwick"
"GR610","Aurigny Air Services","G-NSEY","19000671","Embraer","ERJ-195STD","9","GCI","LGW","1528","13/11/2019","Gatwick"
"GMKVB","Royal Air Force (RAF)","G-MKVB","CBAF 2461","Supermarine Aviation Works","Spitfire","81","N/A","N/A","1032","10/11/2019","Abingdon"
"BA2043","British Airways","G-YMMC","30304","Boeing","777-236","23","LGW","MLE","0","13/11/2019","Gatwick"
"D82808","Norwegian","EI-FHD","39011","Boeing","737-8JP","11","LGW","OSL","2657","13/11/2019","Gatwick"
"FR142","Ryanair","EI-DAJ","33548","Boeing","737-8AS","20","DUB","LGW","1091","13/11/2019","Gatwick"
"IB3718","Iberia Express","EC-JFH","2104","Airbus","A320-214","20","MAD","LGW","1466","13/11/2019","Gatwick"
"EI247","Aer Lingus","EI-CVC","1443","Airbus","A320-214","22","LGW","DUB","0","13/11/2019","Gatwick"
"D82809","Norwegian","EI-GBI","39434","Boeing","737-8JP","6","OSL","LGW","2280","13/11/2019","Gatwick"
"VY6210","Vueling","EC-MIQ","3169","Airbus","A319-112","16","FLR","LGW","2435","13/11/2019","Gatwick"
"U28882","EasyJet","OE-LKI","2829","Airbus","A319-111","17","AMS","LGW","2640","13/11/2019","Gatwick"
"W63309","Wizz Air","HA-LPX","3968","Airbus","A320-232","14","CLJ","LGW","1458","13/11/2019","Gatwick"
"W62221","Wizz Air","HA-LXS","7702","Airbus","A321-231","6","BUD","LGW","2615","13/11/2019","Gatwick"
"BA2778","British Airways","G-DBCC","2194","Airbus","A319-131","19","LGW","JER","0","13/11/2019","Gatwick"
"D85002","Norwegian","EI-FVJ","42275","Boeing","737-8JP","6","AGP","LGW","2575","13/11/2019","Gatwick"
"U28072","EasyJet","OE-LKD","3720","Airbus","A319-111","14","VCE","LGW","2221","13/11/2019","Gatwick"
"U28187","EasyJet","G-EZFY","4418","Airbus","A319-111","13","LGW","LIN","0","13/11/2019","Gatwick"
"U2841","EasyJet","G-EZFT","4132","Airbus","A319-111","13","LGW","BFS","0","13/11/2019","Gatwick"
"BA2518","British Airways","G-MIDO","1987","Airbus","A320-232","20","LGW","GLA","0","13/11/2019","Gatwick"
"VY7825","Vueling","EC-MYC","8238","Airbus","A320-232","5","LGW","BCN","0","13/11/2019","Gatwick"
"U28199","EasyJet","OE-LQD","3763","Airbus","A319-111","14","LGW","MXP","0","13/11/2019","Gatwick"
"VY6228","Vueling","EC-NCU","8885","Airbus","A321-271N","4","FCO","LGW","1160","13/11/2019","Gatwick"
"U28217","EasyJet","OE-LQA","3799","Airbus","A319-111","14","LGW","SXF","0","13/11/2019","Gatwick"
"VY7820","Vueling","EC-JZI","2988","Airbus","A320-214","16","BCN","LGW","1481","13/11/2019","Gatwick"
"GR611","Aurigny Air Services","G-NSEY","19000671","Embraer","ERJ-195STD","9","LGW","GCI","0","13/11/2019","Gatwick"
"U2812","EasyJet","G-EZAA","2677","Airbus","A319-111","17","EDI","LGW","1503","13/11/2019","Gatwick"
"U2841","EasyJet","OE-LKH","2827","Airbus","A319-111","17","LGW","BFS","0","13/11/2019","Gatwick"
"KM119","Air Malta","9H-AEP","3056","Airbus","A320-214","16","LGW","MLA","0","13/11/2019","Gatwick"
"BA2713","British Airways","G-GATS","1672","Airbus","A320-232","21","AGP","LGW","1192","13/11/2019","Gatwick"
"DY4442","Norwegian","EI-FHK","41140","Boeing","737-8JP","8","LGW","GOT","0","13/11/2019","Gatwick"
"DY1336","Norwegian","LN-NGV","39031","Boeing","737-8JP","9","SVG","LGW","1165","13/11/2019","Gatwick"
"A9751","Georgian Airways","4L-TGH","19000085","Embraer","ERJ-E190AR","16","TBC","LGW","1402","13/11/2019","Gatwick"
"U28256","EasyJet","G-EZRZ","8358","Airbus","A320-214","5","FCO","LGW","1327","13/11/2019","Gatwick"
"DY1318","Norwegian","LN-NGY","41126","Boeing","737-8JP","9","BGO","LGW","1278","13/11/2019","Gatwick"
"U28482","EasyJet","HB-JXD","5150","Airbus","A320-214","11","LGW","GVA","0","13/11/2019","Gatwick"
"D82860","Norwegian","EI-FHA","39012","Boeing","737-8JP","11","LGW","ARN","0","13/11/2019","Gatwick"
"FR143","Ryanair","EI-DAJ","33548","Boeing","737-8AS","20","LGW","DUB","0","13/11/2019","Gatwick"
"BA2659","British Airways","G-DBCG","2694","Airbus","A319-131","17","VIE","LGW","1244","13/11/2019","Gatwick"
"EI248","Aer Lingus","EI-DVL","4678","Airbus","A320-214","12","DUB","LGW","1235","13/11/2019","Gatwick"
"D85503","Norwegian","EI-FVX","42090","Boeing","737-8JP","6","LGW","BCN","0","13/11/2019","Gatwick"
"BA2789","British Airways","G-DBCD","2389","Airbus","A319-131","18","BOD","LGW","982","13/11/2019","Gatwick"
"D82912","Norwegian","EI-GBI","39434","Boeing","737-8JP","6","LGW","CPH","0","13/11/2019","Gatwick"
"U28883","EasyJet","OE-LKI","2829","Airbus","A319-111","17","LGW","AMS","0","13/11/2019","Gatwick"
"TK1299","Turkish Airlines","TC-JHU","42002","Boeing","737-8F2","10","ESB","LGW","1790","13/11/2019","Gatwick"
"U28118","EasyJet","G-EZIO","2512","Airbus","A319-111","18","ZRH","LGW","2206","13/11/2019","Gatwick"
"VY8772","Vueling","EC-LQK","2589","Airbus","A320-232","18","CDG","LGW","2408","13/11/2019","Gatwick"
"U28578","EasyJet","G-EZUK","4749","Airbus","A320-214","12","BCN","LGW","2275","13/11/2019","Gatwick"
"TP1332","TAP Air Portugal","CS-TTA","0750","Airbus","A319-111","25","OPO","LGW","737","13/11/2019","Gatwick"
"VY6211","Vueling","EC-MIQ","3169","Airbus","A319-112","16","LGW","FLR","0","13/11/2019","Gatwick"
"BA2777","British Airways","G-EUPN","1261","Airbus","A319-131","23","JER","LGW","1355","13/11/2019","Gatwick"
"FR118","Ryanair","EI-DHP","33579","Boeing","737-8AS","18","DUB","LGW","1473","13/11/2019","Gatwick"
"IB3717","Iberia Express","EC-JFH","2104","Airbus","A320-214","20","LGW","MAD","0","13/11/2019","Gatwick"
"EC9040","EasyJet","OE-IVC","7372","Airbus","A320-214","7","NQY","MXP","731","13/11/2019","Gatwick"
"D85003","Norwegian","EI-FVJ","42275","Boeing","737-8JP","6","LGW","AGP","0","13/11/2019","Gatwick"
"D82909","Norwegian","EI-FHZ","39005","Boeing","737-8JP","12","CPH","LGW","1525","13/11/2019","Gatwick"
"EK10","Emirates","A6-EUH","220","Airbus","A380-861","7","LGW","DXB","0","13/11/2019","Gatwick"
"U28071","EasyJet","OE-LKD","3720","Airbus","A319-111","14","LGW","VCE","0","13/11/2019","Gatwick"
"U2898","EasyJet","G-EZAN","2765","Airbus","A319-111","17","JER","LGW","1000","13/11/2019","Gatwick"
"W63031","Wizz Air","HA-LXE","7114","Airbus","A321-231","7","OTP","LGW","1725","13/11/2019","Gatwick"
"W62222","Wizz Air","HA-LXS","7702","Airbus","A321-231","6","LGW","BUD","0","13/11/2019","Gatwick"
"VY7821","Vueling","EC-JZI","2988","Airbus","A320-214","16","LGW","BCN","0","13/11/2019","Gatwick"
"U2856","EasyJet","G-EZAF","2715","Airbus","A319-111","17","IOM","LGW","1525","13/11/2019","Gatwick"
"U28549","EasyJet","G-UZMB","8369","Airbus","A320-251N","5","LGW","RMU","0","14/11/2019","Gatwick"
"U26015","EasyJet","G-EZWY","6267","Airbus","A320-214","9","BRS","RMU","0","14/11/2019","Murcia Corvera International Airport"
"U28550","EasyJet","G-EZWF","5319","Airbus","A320-214","11","RMU","LGW","13320","16/11/2019","Playa Flamenca"
"U28549","EasyJet","G-UZMB","8369","Airbus","A320-251N","5","LGW","RMU","1204","18/11/2019","Murcia Corvera International Airport"
"D82403","Norwegian","EI-FHA","39012","Boeing","737-8JP","11","AGP","LGW","2152","18/11/2019","Gatwick"
"BA2583","British Airways","G-MIDT","1418","Airbus","A320-232","22","VCE","LGW","0","18/11/2019","Gatwick"
"AI178","Air India","VT-ANE","36280","Boeing","787-8 Dreamliner","10","LHR","BLR","2460","18/11/2019","Heathrow"
"BA73","British Airways","G-VIIE","27487","Boeing","777-236(ER)","26","LHR","AUH","1829","18/11/2019","Heathrow"
"BA378","British Airways","G-EUYT","5985","Airbus","A320-232","9","LHR","TLS","1701","18/11/2019","Heathrow"
"SU2579","Aeroflot","VP-BKR","7782","Airbus","A321-211","6","LHR","SVO","2166","18/11/2019","Heathrow"
"VS250","Virgin Atlantic","G-VCRU","37972","Boeing","787-9 Dreamliner","8","LHR","PVG","5958","18/11/2019","Heathrow"
"UA990","United Airlines","N45905","34825","Boeing","787-8 Dreamliner","11","SFO","CDG","40975","29/11/2019","Abingdon"
"V34105","Carpatair","YR-FZA","11395","Fokker","100","31","TRS","SNN","34000","29/11/2019","Abingdon"
"UA924","United Airlines","N659UA","27114","Boeing","767-322(ER)","30","IAD","LHR","12000","30/11/2019","Abingdon"
"LH422","Lufthansa","D-ABVW","29493","Boeing","747-430","24","FRA","BOS","34000","30/11/2019","Abingdon"
"LH482","Lufthansa","D-AIGP","0252","Airbus","A340-313","24","FRA","TPA","32000","30/11/2019","Abingdon"
"FR692","Ryanair","EI-GJT","44837","Boeing","737-8AS","5","ALC","PIK","38000","30/11/2019","Abingdon"
"DI7096","Norwegian","G-CKWS","63319","Boeing","787-9 Dreamliner","4","LAX","LGW","15014","30/11/2019","Abingdon"
"AC81","Air Canada","C-FNOG","35266","Boeing","787-9 Dreamliner","8","TLV","YYZ","34000","02/12/2019","Abingdon"
"SQ25","Singapore Airlines","9V-SKG","019","Airbus","A380-841","15","JFK","FRA","41000","04/12/2019","Abingdon"
"CV9792","Cargolux","LX-VCG","35812","Boeing","747-8RF(F)","11","ORD","LUX","37000","04/12/2019","Abingdon"
"BA2043","British Airways","G-YMMF","30307","Boeing","777-236(ER)","23","LGW","MLE","2678","06/12/2019","Gatwick"
"U2865","EasyJet","G-EZIW","2578","Airbus","A319-111","18","LGW","INV","1683","06/12/2019","Gatwick"
"EC8214","EasyJet","OE-IVK","4591","Airbus","A320-214","12","SXF","LGW","395","06/12/2019","Gatwick"
"U28967","EasyJet","G-EZAG","2727","Airbus","A319-111","17","LGW","N/A","1665","06/12/2019","Gatwick"
"DY4441","Norwegian","EI-FJU","42273","Boeing","737-8JP","7","GOT","LGW","1005","06/12/2019","Gatwick"
"U2839","EasyJet","G-UZHN","8409","Airbus","A320-251N","5","LGW","BFS","433","06/12/2019","Gatwick"
"EC8198","EasyJet","OE-IVI","7490","Airbus","A320-214","7","MXP","LGW","736","06/12/2019","Gatwick"
"U2897","EasyJet","G-UZHD","7841","Airbus","A320-251N","6","LGW","JER","388","06/12/2019","Gatwick"
"U28990","EasyJet","G-EZWI","5592","Airbus","A320-214","10","BLQ","LGW","977","06/12/2019","Gatwick"
"U28882","EasyJet","OE-LQA","3799","Airbus","A319-111","14","AMS","LGW","1130","06/12/2019","Gatwick"
"D82857","Norwegian","EI-FHR","39045","Boeing","737-8JP","12","ARN","LGW","1042","06/12/2019","Gatwick"
"FR127","Ryanair","EI-DCG","33805","Boeing","737-8AS","19","LGW","DUB","773","06/12/2019","Gatwick"
"FR2715","Ryanair","EI-FIC","44693","Boeing","737-8AS","8","LGW","ALC","414","06/12/2019","Gatwick"
"BA2763","British Airways","G-EUUT","3314","Airbus","A320-232","15","AMS","LGW","263","06/12/2019","Gatwick"
"U28609","EasyJet","G-UZMD","8421","Airbus","A321-251NX","4","LGW","AGP","1772","06/12/2019","Gatwick"
"U2843","EasyJet","G-EZAO","2769","Airbus","A319-111","17","LGW","BFS","0","06/12/2019","Gatwick"
"DS8481","EasyJet","HB-JXB","5111","Airbus","A320-214","11","GVA","LGW","1205","06/12/2019","Gatwick"
"EI247","Aer Lingus","EI-DEE","2250","Airbus","A320-214","19","LGW","DUB","0","06/12/2019","Gatwick"
"FR142","Ryanair","EI-DWV","33627","Boeing","737-8AS","15","DUB","LGW","973","06/12/2019","Gatwick"
"BA2778","British Airways","G-DBCE","2429","Airbus","A319-131","18","LGW","JER","400","06/12/2019","Gatwick"
"U28477","EasyJet","G-UZMG","9204","Airbus","A321-251NX","4","GVA","LGW","1184","06/12/2019","Gatwick"
"D8371","Norwegian","EI-FHY","39020","Boeing","737-8JP","10","LGW","HEL","0","06/12/2019","Gatwick"
"U28072","EasyJet","OE-IZC","4033","Airbus","A320-214","14","VCE","LGW","1191","06/12/2019","Gatwick"
"D82808","Norwegian","EI-FJM","42074","Boeing","737-8JP","7","LGW","OSL","0","06/12/2019","Gatwick"
"GR611","Aurigny Air Services","G-NSEY","19000671","Embraer","ERJ-195STD","9","LGW","GCI","2800","06/12/2019","Gatwick"
"U28580","EasyJet","OE-IZF","6831","Airbus","A320-214","8","BCN","LGW","620","06/12/2019","Gatwick"
"W62221","Wizz Air","HA-LVD","8882","Airbus","A321-271NX","4","BUD","LGW","414","06/12/2019","Gatwick"
"VY7292","Vueling","EC-NEA","8969","Airbus","A320-271N","4","BIO","LGW","414","06/12/2019","Gatwick"
"BY4547","TUI","G-TAWH","38107","Boeing","737-8K5","11","LPA","LGW","880","06/12/2019","Gatwick"
"EK10","Emirates","A6-EVG","256","Airbus","A380-842","5","LGW","DXB","0","06/12/2019","Gatwick"
"QR332","Qatar Airways","A7-BCH","38326","Boeing","787-8 Dreamliner","10","LGW","DOH","0","06/12/2019","Gatwick"
"U28526","EasyJet","OE-LKF","3746","Airbus","A319-111","14","STR","LGW","321","06/12/2019","Gatwick"
"D85502","Norwegian","EI-FVX","42090","Boeing","737-8JP","6","BCN","LGW","203","06/12/2019","Gatwick"
"U28514","EasyJet","G-EZGE","4624","Airbus","A319-111","12","KRK","LGW","343","06/12/2019","Gatwick"
"CI70","China Airlines","B-18916","191","Airbus","A350-941","5","LGW","TPE","0","06/12/2019","Gatwick"
"D82909","Norwegian","EI-FHK","41140","Boeing","737-8JP","8","CPH","LGW","1085","06/12/2019","Gatwick"
"U2844","EasyJet","G-EZAO","2769","Airbus","A319-111","17","BFS","LGW","2071","06/12/2019","Gatwick"
"U28088","EasyJet","G-UZHZ","8963","Airbus","A320-251N","4","ATH","LGW","3220","06/12/2019","Gatwick"
"BA2667","British Airways","G-GATH","1482","Airbus","A320-232","22","RAK","LGW","2871","06/12/2019","Gatwick"
"U28986","EasyJet","G-EZWG","5318","Airbus","A320-214","11","MUC","LGW","2951","06/12/2019","Gatwick"
"DI7505","Norwegian","G-CKWT","63320","Boeing","787-9 Dreamliner","4","LGW","EZE","325","06/12/2019","Gatwick"
"VY7380","Vueling","EC-MBS","6123","Airbus","A320-232","9","ALC","LGW","3071","06/12/2019","Gatwick"
"D82909","Norwegian","EI-FHK","41140","Boeing","737-8JP","8","CPH","LGW","0","06/12/2019","Gatwick"
"U28428","EasyJet","G-UZMC","8386","Airbus","A321-251NX","5","BUD","LGW","3214","06/12/2019","Gatwick"
"U28954","EasyJet","G-EZGC","4444","Airbus","A319-111","13","VIE","LGW","3552","06/12/2019","Gatwick"
"BY4668","TUI","G-TAWO","37255","Boeing","737-8K5","10","LGW","FUE","0","07/12/2019","Gatwick"
"U28913","EasyJet","G-UZMC","8386","Airbus","A321-251NX","5","LGW","FAO","0","07/12/2019","Gatwick"
"EC8322","EasyJet","OE-IVJ","5688","Airbus","A320-214","10","CDG","LGW","1590","07/12/2019","Gatwick"
"U2802","EasyJet","G-UZLB","8998","Airbus","A320-251N","4","EDI","LGW","1682","07/12/2019","Gatwick"
"U28557","EasyJet","G-UZHZ","8963","Airbus","A320-251N","4","LGW","SZG","0","07/12/2019","Gatwick"
"BA2570","British Airways","G-EUUS","3301","Airbus","A320-232","15","LGW","PMI","0","07/12/2019","Gatwick"
"BA2519","British Airways","G-GATK","1902","Airbus","A320-232","21","GLA","LGW","998","07/12/2019","Gatwick"
"DS8463","EasyJet","HB-JYF","4778","Airbus","A319-111","12","GVA","LGW","1852","07/12/2019","Gatwick"
"FR120","Ryanair","EI-DAG","29940","Boeing","737-8AS","20","DUB","LGW","1703","07/12/2019","Gatwick"
"EI-230","Aer Lingus","EI-DEB","2206","Airbus","A320-214","19","DUB","LGW","2227","07/12/2019","Gatwick"
"EC8210","EasyJet","G-EZGA","4427","Airbus","A319-111","13","SXF","LGW","3218","07/12/2019","Gatwick"
"EC8014","EasyJet","OE-INM","4740","Airbus","A320-214","12","BOD","LGW","1760","07/12/2019","Gatwick"
"DY1314","Norwegian","LN-NIA","39444","Boeing","737-8JP","11","BGO","LGW","2384","07/12/2019","Gatwick"
"GR600","Aurigny Air Services","G-NSEY","19000671","Embraer","ERJ-195STD","9","GCI","LGW","3260","07/12/2019","Gatwick"
"U28535","EasyJet","G-EZOP","6633","Airbus","A320-214","8","LGW","FUE","0","07/12/2019","Gatwick"
"D82410","Norwegian","EI-FHZ","39005","Boeing","737-8JP","12","LGW","TFS","0","07/12/2019","Gatwick"
"U28350","EasyJet","G-EZTT","4219","Airbus","A320-214","13","NCE","LGW","1560","07/12/2019","Gatwick"
"BA2574","British Airways","G-MIDT","1418","Airbus","A320-232","22","LGW","TRN","0","07/12/2019","Gatwick"
